,S,X0,X1,prop_score,A,Y0,Y1,C0,C1,Y,C,Delta,T,sc
97,0,1.0,-1.0337737109279521,0.4999741556572498,0,1.2571017496420103,4.074253646214219,3.430795421394099,2.401942371608706,1.2571017496420103,3.430795421394099,1,1.2571017496420103,0.9799745837110908
98,0,1.0,1.2928863567671123,0.5000323221588742,1,1.2894561351247702,2.490148174990545,1.9631831728235072,3.5720264825564247,2.490148174990545,3.5720264825564247,1,2.490148174990545,0.7323855707363933
99,0,1.0,1.3399818730099327,0.5000334995467751,1,1.1180167074151914,2.3796061525759233,2.094182370346005,3.6092726365370327,2.3796061525759233,3.6092726365370327,1,2.3796061525759233,0.771267530195884
100,0,1.0,1.424491040176445,0.5000356122759442,1,0.7228976526465397,0.8257230179902585,3.951557715284672,1.7826584808521744,0.8257230179902585,1.7826584808521744,1,0.8257230179902585,0.9962415811936055
101,0,1.0,0.416869409702152,0.500010421735241,0,1.250236479126228,2.420338114475589,3.7745279741616766,3.7732487313023886,1.250236479126228,3.7745279741616766,1,1.250236479126228,0.9804041841221381
102,0,1.0,-1.2311747674531006,0.49996922063085253,1,1.5160419016843087,1.5577162711936263,3.336778090014822,4.599122046699504,1.5577162711936263,4.599122046699504,1,1.5577162711936263,0.9534281399159368
103,0,1.0,0.40843422784720995,0.5000102108556947,0,0.7479158862554464,2.969756488452147,2.260846610888441,2.1208891070373,0.7479158862554464,2.260846610888441,1,0.7479158862554464,0.9974686872721599
104,0,1.0,-0.45153888557486555,0.49998871152786256,1,1.0472989764934568,2.2822152918795484,2.909134468729272,2.4598441148765944,2.2822152918795484,2.4598441148765944,1,2.2822152918795484,0.8027265284523154
105,0,1.0,-0.2751774506564681,0.4999931205637341,0,1.2675303203195079,3.653582619321302,3.6036937116225394,2.803774394208653,1.2675303203195079,3.6036937116225394,1,1.2675303203195079,0.9793087761175027
106,0,1.0,-0.15062045940689717,0.4999962344885149,0,0.773257242187534,2.7070718977651618,2.8834845566392726,3.149515911705043,0.773257242187534,2.8834845566392726,1,0.773257242187534,0.9971083060756434
107,0,1.0,-0.024012400602021616,0.49999939968998497,0,1.3137199508845587,1.6117715249618634,2.454453781260058,2.388426127143165,1.3137199508845587,2.454453781260058,1,1.3137199508845587,0.9761621156636003
108,0,1.0,-0.578612907105621,0.4999855346773264,0,1.562430072885927,2.0189075895374553,3.969145133458729,1.4730111360825529,1.562430072885927,3.969145133458729,1,1.562430072885927,0.9528754083550872
109,0,1.0,-0.05208194511114694,0.49999869795137225,0,1.4353648018326306,2.9534040247751365,4.814492972653522,2.2756982736307765,1.4353648018326306,4.814492972653522,1,1.4353648018326306,0.9662021114027423
110,0,1.0,0.6868583568720027,0.500017171458915,1,0.4735241150045201,1.6344216256703545,4.056655934526307,3.9745209540419,1.6344216256703545,3.9745209540419,1,1.6344216256703545,0.9438369903758926
111,0,1.0,-0.8418210391511606,0.4999789544740336,0,1.3410541972769066,2.3107993522182797,4.369747983886268,2.7939589365810256,1.3410541972769066,4.369747983886268,1,1.3410541972769066,0.9741420610734736
112,0,1.0,0.05589934672485341,0.5000013974836681,1,1.324132767169501,2.4923800000739194,3.3338684075613663,2.369746466989485,2.4923800000739194,2.369746466989485,0,2.369746466989485,0.7745739462781371
113,0,1.0,1.7541074353143389,0.5000438526857705,0,0.9907975738626067,2.8579938962066493,3.269620646922429,3.597262372783132,0.9907975738626067,3.269620646922429,1,0.9907975738626067,0.9922244552924799
114,0,1.0,1.805949846268212,0.500045148746034,1,0.851964403877809,2.7960677173227575,3.094407850897504,2.72975955462565,2.7960677173227575,2.72975955462565,0,2.72975955462565,0.6377800318696404
115,0,1.0,-3.2158406971596114,0.49991960398326385,0,3.509294883457221,3.8750489384543316,3.3708704524437727,3.7200820064991387,3.509294883457221,3.3708704524437727,0,3.3708704524437727,0.35140666011406807
116,0,1.0,1.0305216230622098,0.5000257630405537,1,1.2183498926727334,2.7106903792847667,3.4743897219453985,2.5900742775445647,2.7106903792847667,2.5900742775445647,0,2.5900742775445647,0.6945226393059704
117,0,1.0,0.5421783236656621,0.5000135544580884,1,1.1310395299678824,1.8310233412924122,1.8519029575839294,3.9198267104463667,1.8310233412924122,3.9198267104463667,1,1.8310233412924122,0.9129757760431014
118,0,1.0,0.47882168424955396,0.5000119705421039,1,1.5704849415680953,2.441433740510213,2.371851276767654,4.173693798377851,2.441433740510213,4.173693798377851,1,2.441433740510213,0.7499244810281942
119,0,1.0,1.5859461379973983,0.5000396486533668,1,1.1699083719869958,2.583382520105604,2.615853035255697,2.395830440533342,2.583382520105604,2.395830440533342,0,2.395830440533342,0.7657681085407282
120,0,1.0,-0.641225579311095,0.4999839693605228,1,1.4649897800183609,1.9476195058068255,2.162176667753899,2.6658069398975006,1.9476195058068255,2.6658069398975006,1,1.9476195058068255,0.8899881753832645
121,0,1.0,-0.1344010190234641,0.4999966399745245,0,0.6099820734591749,2.319736428641847,4.0703628405422,3.47492914755657,0.6099820734591749,4.0703628405422,1,0.6099820734591749,0.99887924722132
122,0,1.0,-1.6466781431456181,0.4999588330465144,0,2.628359159910301,1.1609463934660231,2.8446797569775337,2.596352340031739,2.628359159910301,2.8446797569775337,1,2.628359159910301,0.679385759248604
123,0,1.0,0.5724189172615454,0.5000143104729277,1,0.9163820271221648,0.9398532947352665,3.140429116461907,3.7564684313359993,0.9398532947352665,3.7564684313359993,1,0.9398532947352665,0.9936998104204973
124,0,1.0,-1.4538004745368913,0.49996365498820056,0,1.7806665560759432,2.9843206071424677,4.124832847492505,3.924535609799481,1.7806665560759432,4.124832847492505,1,1.7806665560759432,0.9217918766665917
125,0,1.0,2.749915542410135,0.500068747888127,0,0.3834609949032178,1.5537212054186453,2.9364636854050037,3.7604324265747158,0.3834609949032178,2.9364636854050037,1,0.3834609949032178,0.999824881604854
126,0,1.0,0.2960243639328244,0.5000074006090978,1,1.179633514930273,1.9118076170787517,2.3069845340892705,2.2721683157955512,1.9118076170787517,2.2721683157955512,1,1.9118076170787517,0.897440372830835
127,0,1.0,-0.9731410280448748,0.4999756714743181,1,1.151200407688629,2.2121668989585257,1.6452508421700065,2.716240236338247,2.2121668989585257,2.716240236338247,1,2.2121668989585257,0.8236745165323892
128,0,1.0,0.5432092535399589,0.5000135802313351,1,1.244537764205443,1.4574188488177127,2.1101244691548815,3.4421492978932995,1.4574188488177127,3.4421492978932995,1,1.4574188488177127,0.9641151474300783
129,0,1.0,1.7652598896656924,0.5000441314971271,0,0.970333587391893,2.3630956409283193,3.775709732572971,2.79876715869567,0.970333587391893,3.775709732572971,1,0.970333587391893,0.9928449786909547
130,0,1.0,0.3315553331555802,0.5000082888833282,1,1.511876563486552,1.348123006144698,2.5728594675376817,2.055929663604314,1.348123006144698,2.055929663604314,1,1.348123006144698,0.9735998555594992
131,0,1.0,0.4852856321079015,0.5000121321408003,1,1.1718750065706613,2.1783955560740926,2.817060171747396,4.317658827660005,2.1783955560740926,4.317658827660005,1,2.1783955560740926,0.833265462757517
132,0,1.0,-0.28916138871021996,0.4999927709652827,1,0.8420160470420829,2.6504723539223063,3.6071045653348195,3.4996753036559287,2.6504723539223063,3.4996753036559287,1,2.6504723539223063,0.6704940277531848
133,0,1.0,1.500899012011559,0.5000375224752299,0,0.5814350677213014,1.2049961156721696,3.5690181208922023,2.9871253973514307,0.5814350677213014,3.5690181208922023,1,0.5814350677213014,0.999074686500267
134,0,1.0,0.3582008373563114,0.5000089550209329,1,0.6583831238917202,2.146050128342842,2.689512565727949,2.020203854839803,2.146050128342842,2.020203854839803,0,2.020203854839803,0.8737886706211268
135,0,1.0,-1.1483468095000404,0.4999712913297941,0,1.8832421396908916,2.163071926359699,3.3931260028245656,4.575171685675889,1.8832421396908916,3.3931260028245656,1,1.8832421396908916,0.9031335283198851
136,0,1.0,-0.22489560700411523,0.49999437760982507,1,0.9975872849828026,3.1453071106736803,1.683693342254206,3.5871566075722834,3.1453071106736803,3.5871566075722834,1,3.1453071106736803,0.4525976143999155
137,0,1.0,-0.8695514117600983,0.4999782612147197,0,1.850688762146153,1.6607907828738995,4.13776196700366,2.9733267725555987,1.850688762146153,4.13776196700366,1,1.850688762146153,0.9093540420584761
138,0,1.0,-0.9748250540497977,0.499975629373668,1,1.4491833946864001,1.927430792597786,2.6863506333956906,4.105143014398355,1.927430792597786,4.105143014398355,1,1.927430792597786,0.8942326630353618
