,X0,X1,S,A,T,Delta
264,1.0,-1.7152998106430648,1,0,2.033199907233308,1
265,1.0,0.5992282060105649,1,0,2.1635212521462988,1
266,1.0,-0.29061198220048323,1,1,4.087244585152251,0
267,1.0,-0.5089509741267376,1,1,7.501949572303426,1
268,1.0,-2.6333918348362104,1,0,3.809921060757871,1
269,1.0,-0.11523975367351458,1,1,4.08203400837672,0
270,1.0,0.00818837437807518,1,1,6.131115679774577,0
271,1.0,-1.1981894083756592,1,0,1.7242135174622415,1
272,1.0,-1.607020455905926,1,1,3.043047967155537,0
273,1.0,-0.8208462028012901,1,1,4.314508721312891,1
274,1.0,-0.08458531631986915,1,0,1.7068088606024034,1
275,1.0,-1.0622929198924658,1,0,2.598504291130472,1
276,1.0,-1.3948349683508248,1,1,3.9028842478124988,0
277,1.0,0.6790489681427303,1,1,4.189845631658526,0
278,1.0,0.14880731899435629,1,1,7.004945721383404,1
279,1.0,-1.3946526641877528,1,1,0.6419029157906984,0
280,1.0,-1.8564030908093734,1,1,4.429715864105127,0
281,1.0,-2.9698786819096394,1,0,2.4655908594196143,0
282,1.0,2.522298566598217,1,1,0.8986208036714866,0
283,1.0,1.3459207881858333,1,1,4.3241223832858555,1
284,1.0,-2.1427567347364462,1,1,2.4472703793660218,0
285,1.0,-1.4237722711167242,1,1,7.518366970346902,0
286,1.0,2.032147539700725,1,1,2.3084278456694585,0
287,1.0,-1.8285088839464192,1,0,2.848428075536186,1
288,1.0,-1.0134451708990677,1,1,4.409790431445017,0
289,1.0,-0.029223030747564382,1,1,0.1173684978581039,0
290,1.0,-1.8169516420696001,1,0,1.813297216108516,1
291,1.0,-1.9702970084270446,1,0,2.538321022103154,0
292,1.0,-0.930218601050093,1,1,7.768266896016962,1
293,1.0,-0.045656049392644615,1,1,1.4391039806159616,0
294,1.0,-0.6523396242326035,1,1,6.95077106880545,1
295,1.0,-2.5240050119713633,1,0,3.262050593360027,1
296,1.0,-0.8279936728624104,1,0,2.3541489052203826,1
297,1.0,-0.0901747380103955,1,1,6.428823114493637,1
298,1.0,-0.9422628016187377,1,1,8.303836358876937,1
299,1.0,0.5664564102232823,1,1,4.165463014779781,0
300,1.0,-1.9526015480726726,1,1,6.4146112871534555,1
301,1.0,0.348458602279789,1,1,4.937453423923918,0
302,1.0,-1.317978276010994,1,0,2.203640212992971,1
303,1.0,-2.1693314942221207,1,1,3.049531258862675,0
304,1.0,-0.6411375002589325,1,1,6.147079860689484,1
305,1.0,1.3156855708614503,1,1,7.52471032683363,1
306,1.0,-0.0570511076913503,1,1,3.425537552611684,0
307,1.0,-1.973524231137744,1,1,2.4409557262384047,0
308,1.0,-0.2547132332617291,1,0,2.3322524071698,1
309,1.0,-1.2791337474693225,1,1,5.571817655524655,1
310,1.0,-0.5193280916806619,1,1,1.4044345370692155,0
311,1.0,-0.15096156014619494,1,1,2.2975028787386833,0
312,1.0,-1.9929915570888785,1,0,2.1292835826893044,1
313,1.0,1.8302087880492754,1,1,2.556166321801548,0
314,1.0,-1.8403771525124293,1,1,2.2409914603373116,0
315,1.0,-0.8165983007899194,1,1,1.0804569408577538,0
316,1.0,1.6079349215857257,1,1,1.0027733785272288,0
317,1.0,-0.45528645688122055,1,0,0.882381105593239,1
318,1.0,1.4642566039025073,1,0,1.6065554783348435,1
319,1.0,1.3878876229915122,1,0,1.8631217006048566,1
320,1.0,0.5406387651219904,1,1,5.944638312786671,0
321,1.0,-1.379076991044744,1,0,3.246077484461457,1
322,1.0,0.4065322826120422,1,1,3.963435856312121,1
323,1.0,-0.23362477866082604,1,0,2.4998779740569774,1
324,1.0,-0.8714312154805886,1,0,2.4120998902590456,1
325,1.0,-0.8490489243054573,1,0,1.782512743399763,1
326,1.0,1.801900480320338,1,0,1.7858848656028357,1
327,1.0,-0.803047635388902,1,1,0.35948975480514034,0
328,1.0,-1.1254351541988368,1,0,2.4932120253573307,1
329,1.0,0.7571484280574858,1,1,6.728901779011899,0
330,1.0,-1.8343139531062358,1,1,6.398001772268866,1
331,1.0,0.1441029340998734,1,0,2.1689799589731007,1
332,1.0,2.1216148677153885,1,1,3.2465822163150673,0
333,1.0,-0.9799732986895717,1,0,2.382031519759691,1
334,1.0,-0.733881052122995,1,1,5.054241302586905,0
335,1.0,-1.195139116907444,1,1,1.9377892420410756,0
336,1.0,-0.5089906739058115,1,0,2.4912730806716987,1
337,1.0,0.4415458433680598,1,0,1.68238121717281,1
338,1.0,0.9260791565026509,1,0,1.7995949670315483,1
339,1.0,-1.9136745804789321,1,0,1.1723191086162763,1
340,1.0,-0.42710818062838685,1,1,1.0452469380083884,0
341,1.0,-1.3561029227685228,1,1,0.6438700736454441,0
342,1.0,-1.5882795658954474,1,0,2.2647888750951934,1
343,1.0,-0.4683027346564791,1,1,4.949050973690484,0
344,1.0,-1.8826318528114911,1,1,2.8720102770185867,1
345,1.0,-0.6465428550799635,1,1,0.9689402970151212,0
346,1.0,1.055955004872113,1,1,5.446641448346318,0
347,1.0,0.33610307319331056,1,0,1.0246051619854832,1
348,1.0,-1.0259815991714407,1,0,1.3174984640550647,1
349,1.0,-2.4379199765565307,1,1,0.9703954843103548,0
350,1.0,-1.1155844914793822,1,0,2.1145004733559283,1
351,1.0,-1.01330133169978,1,1,3.116191431333177,0
352,1.0,-0.9267042658731189,1,0,1.6499717944157035,1
353,1.0,0.748465210555654,1,0,1.5846607291333357,1
354,1.0,-1.2068952577640635,1,1,1.0612160142938982,0
355,1.0,0.8285914638481107,1,1,4.153085623296926,0
356,1.0,-0.827959302342195,1,1,5.338727805438033,1
357,1.0,0.16851347632777502,1,0,1.6320346650005633,0
358,1.0,-0.7059769606208248,1,1,5.7482242824924885,1
359,1.0,-1.6685656544074488,1,1,3.41215362131206,0
360,1.0,-1.256835360906738,1,1,6.102707212988161,1
361,1.0,-1.74474470121196,1,1,6.577694438372034,1
362,1.0,-1.6731529135749694,1,1,3.2191075665771773,0
363,1.0,2.242155100677641,1,0,1.1780768171308453,1
364,1.0,0.0924293253791213,1,1,6.658685268437684,1
365,1.0,-3.950860253655311,1,1,7.233618052989943,0
366,1.0,0.3190771059990716,1,1,4.280653761525789,0
367,1.0,-2.5207631091005847,1,0,2.8880185643154266,1
368,1.0,-0.6005515949247848,1,1,3.4558012183696563,0
369,1.0,0.1931445928864456,1,1,8.127529630473342,1
370,1.0,-0.3501147566943097,1,1,2.8977998876706,1
371,1.0,-1.3728569586984023,1,1,4.84573773048046,0
372,1.0,-0.4142242682221736,1,0,1.9161253183421458,1
373,1.0,-1.737854296091826,1,1,1.7661739993433014,0
374,1.0,0.41286521570526924,1,1,7.707182271463526,1
375,1.0,-0.32289152432515245,1,0,2.8319825854711267,1
376,1.0,-0.7362391297886675,1,1,7.295760626182597,1
377,1.0,-1.6959155365939387,1,1,1.51446010107774,0
378,1.0,-1.2129453312613505,1,0,2.5258469577274436,1
379,1.0,0.17894611123708037,1,1,1.0433493469478379,0
380,1.0,-0.40186224337959037,1,0,2.1578407793586645,1
381,1.0,-0.6870165270932567,1,1,0.7711834859004969,0
382,1.0,-1.1832490902304542,1,1,4.559103475110206,0
383,1.0,-1.590952147332932,1,0,2.522841174260827,1
384,1.0,-0.9404386768169646,1,1,0.7819860308328834,0
385,1.0,-0.5105451343358858,1,1,4.952257711569687,1
386,1.0,-0.6976806715783263,1,1,5.943325319073757,1
387,1.0,-1.456868545776623,1,0,2.0148659904726522,1
388,1.0,-0.23389828797039253,1,1,5.029168340166686,1
389,1.0,-0.7188836482138727,1,1,4.259799659828096,0
390,1.0,-0.6949164968979827,1,1,2.0554372750720873,0
391,1.0,-0.3554697050926663,1,0,1.5739000294411736,1
392,1.0,0.2069179006512354,1,1,2.3822484238324133,0
393,1.0,-0.18630289934403532,1,1,4.211232097218065,1
394,1.0,-2.186978208219161,1,1,4.370701778723591,0
395,1.0,-0.56094296326183,1,1,4.268971091536104,1
396,1.0,-1.3350715693491264,1,0,1.69046691315646,1
397,1.0,2.3151714416483644,1,1,3.6746436234847724,0
398,1.0,-0.9818423120895798,1,0,1.199913492230397,0
399,1.0,-5.088371483506489,1,1,2.1592713251854216,0
400,1.0,0.39787997698740496,1,0,1.453049138199422,1
401,1.0,-0.8896880220370704,1,1,3.892758382976162,0
402,1.0,-1.474421372950135,1,0,2.635231839767246,1
403,1.0,-0.7087005422863311,1,1,6.52502215085664,0
404,1.0,-1.6221397337001662,1,1,7.446510743880807,1
405,1.0,-1.769640821748908,1,0,1.6715538224038717,1
406,1.0,-0.49142867680107544,1,1,0.6118925790792398,0
407,1.0,-0.3339093959114777,1,1,1.971858910044004,0
408,1.0,-0.536682133513566,1,1,2.800882890211247,0
409,1.0,0.8762140914338112,1,1,1.6112474464582367,0
410,1.0,-1.6318597840141746,1,1,4.392570756802442,1
411,1.0,-1.4770655070753524,1,1,4.418164386495308,1
412,1.0,0.9527975649488074,1,1,5.437192496555378,1
413,1.0,-0.9132475018020156,1,0,2.0086381637033237,1
414,1.0,1.2036270676299383,1,1,1.5106605855470416,0
415,1.0,-1.0369542894776975,1,0,2.6079034987827074,1
416,1.0,-0.8458900028982541,1,1,2.3280332905737007,0
417,1.0,-1.2978803129128607,1,0,2.153615486047522,1
418,1.0,1.2788565100452038,1,1,4.714595515558313,0
419,1.0,1.2041969461946167,1,1,2.61165336996054,0
420,1.0,-1.3099080755059491,1,1,7.181190739655489,1
421,1.0,-1.7772684014422027,1,0,1.7186499229262997,1
422,1.0,-0.7051038100694089,1,1,0.6687982606930353,0
423,1.0,-0.6284916918552103,1,0,1.7772777905840897,1
424,1.0,0.613815709691339,1,1,5.320725968472241,1
425,1.0,-1.0142006115981475,1,0,2.3085747871434537,1
426,1.0,-1.847753131772573,1,0,2.2101820595392203,1
427,1.0,0.15267099536495876,1,1,5.328308297414325,1
428,1.0,-0.24316035883625675,1,1,1.4370454125085517,0
429,1.0,1.1024814487955388,1,0,1.4857735915350343,1
430,1.0,-1.2211461319208843,1,1,2.3001627453593376,0
431,1.0,0.6291346288985529,1,0,1.284845155246474,1
432,1.0,1.0224868612332128,1,1,2.557308254067665,0
433,1.0,-0.7419999753124504,1,0,2.088247339847269,1
434,1.0,0.2666258282730555,1,1,3.5670283858347105,0
435,1.0,0.19002291302962515,1,1,2.412469076629384,0
436,1.0,0.2587584956594705,1,1,0.2603048087381447,0
437,1.0,0.10771873417703437,1,1,5.002565137093584,1
438,1.0,0.0629868336196352,1,1,7.608306577673498,1
439,1.0,-0.9777661575635337,1,1,1.3333075480959407,0
440,1.0,-1.6006996469667059,1,1,5.466099387643717,0
441,1.0,-1.8398629883324367,1,0,2.326208722170787,1
442,1.0,-0.6256595542465357,1,1,5.0217517072451425,0
443,1.0,2.642037158324311,1,1,2.822324188175286,0
444,1.0,-0.6567131261939047,1,1,6.085673573043325,1
445,1.0,-0.40936018077736547,1,1,3.491152932091751,0
446,1.0,0.4110258106663178,1,0,2.0577569381189758,1
447,1.0,-0.511656242810856,1,0,2.3732424028374632,1
448,1.0,0.29498439898461215,1,1,1.3599204353699932,0
449,1.0,0.2287436385804298,1,1,2.5054103973492388,0
450,1.0,0.27329792812061515,1,1,1.7278272633178289,0
451,1.0,0.857558251220303,1,1,4.026628219301778,1
452,1.0,3.0660741502621622,1,0,1.5022935576660699,1
453,1.0,-3.64786529977222,1,0,3.4665840698307036,1
454,1.0,0.6879599792265527,1,1,5.270245017318148,0
455,1.0,0.24690482782269785,1,1,5.626052749026333,1
456,1.0,-2.402098678201096,1,0,3.449140475784644,1
457,1.0,-0.3794764702068799,1,1,6.225336661971327,0
458,1.0,-0.9949041600911535,1,1,3.805689079320425,0
459,1.0,1.5261469782975068,1,1,4.3385987433702535,1
460,1.0,-0.7972311655359892,1,0,2.414262761658062,1
461,1.0,1.3585080731191774,1,0,2.0013707331946446,1
462,1.0,0.12975861427223478,1,1,1.9489775778840635,0
463,1.0,0.1709428366745389,1,0,2.1994089835967685,1
464,1.0,-0.7387305197990436,1,0,2.091858341786377,1
